"Latitude (dec degrees lat-lon)","Longitude (dec degrees lat-lon)","Line","Station","Year","Month","Day (day)","anoSST","rlduration","Nitracline (m)","IntChla (mg/m²)","IntPP","Chlalow1um","Chla1-3um","Chla3-8um","Chla8-20um","ChlaLarger20um","DivinylChla","Fucoxanthin","Hexanoyloxyfucoxanthin","Prochlorococcus (number/ml)","Synechococcus (number/ml)","HeteroBacteria (number/ml)","Picoeukaryotes (number/ml)","ZooDisplace","calanoid","eucalanids","harpacticoida","poecilostomatoids","oithona","nauplii","euphausiids","pyrosomes","salps","doliolids","Sardine-egg","Anchovy-egg","Sardine-larvae (num/10m²)","Anchovy-larvae (num/10m²)"
"30.75128","-123.33164","90","110","2015","7","13","3.5828977543943","13","-0.090529196800822","-0.003581016","0.192516979","","","","","","-0.053681346615684","-0.047864754172492","-0.015751672764341","0.18861353815714","0.18525327395373","0.19566203254128","0.20979810374891","0.012993614","1.0025692078003","-0.82481229298692","0.79959194528644","1.3401864880544","1.1805638915552","1.2408699571361","1.631139989492","-0.42507276486315","1.6629922398766","-1.4298033471925","","","",""
"30.84637","-121.58965","93","90","2015","7","12","2.6648532818594","12","0.49798861570051","-0.088793441","","","","","","","","","","0.11439628957593","-0.23014663607053","-0.1264547386695","-0.18061826043196","","","","","","","","","","","","","","",""
"30.84637","-121.58965","93","90","1996","4","18","1.3913127345836","3","0.76348139750365","-0.025619699","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30.84637","-121.58965","93","90","2014","7","8","1.3598832991026","2","-0.26071498927274","0.032741953","","","","","","","","","","0.12745941461552","0.12548775766761","0.065485683950199","0.031208452571219","","","","","","","","","","","","","","",""
"30.84667","-121.59","93","90","1996","4","17","1.7311775495007","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.92716877896367"
"31","-122.75","90","102","2015","4","8","1.3222193938005","2","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.21259922156569","","",""
"31.08462","-122.66202","90","100","2015","4","8","1.5378971332853","3","-0.21136566830986","0.046848505","0.163451801","","","","","","0.053751966898103","-0.13004914830811","-0.27480802568033","0.015244657623929","0.29050278823037","0.033001086088939","0.17011444725588","1.058641382","-0.03101101239085","0.32709332164196","-1.0612932474188","0.21892268461402","-0.16868001571588","-0.30998321845114","0.0071983583543267","1.5093699834796","1.7520320106179","-0.14250197400393","","","",""
"31.08462","-122.66202","90","100","2014","11","12","1.5910656650862","9","-0.17503538029181","-0.030229975","","","","","","","-0.084071227042656","-0.045020285046887","-0.021325853281456","0.075922087173321","-0.0026761325411559","-0.018345820950775","0.05254746576699","-0.262249977","0.34265744905013","-0.84287096043599","0.88597072305748","0.38161271998229","0.24230253047631","0.39231238100395","0.70505159747096","-0.51082746312888","-0.23552252473404","-1.2644603169921","","","",""
"31.08462","-122.66202","90","100","2014","7","10","1.4567805059501","2","0.37968964627276","-0.103224579","","","","","","","-0.074813732323349","-0.2777546385251","-0.36434353916809","-0.098449444758116","-0.30320278833538","0.097049774314024","-0.19890554226041","-0.097952094","-0.029361380888949","-0.96838621987721","-1.300756923262","0.951076720769","0.25148303043274","0.3218495038821","0.15784852979892","-0.76785698980304","1.3988816263006","0.74075230874491","","","",""
"31.08462","-122.66202","90","100","1990","8","29","1.8963095926976","7","-0.15654311899108","0.025817725","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.08462","-122.66202","90","100","1989","4","20","1.3787452419177","4","-0.91414674863065","0.033061875","0.21557762","","","","","","","","","","","","","-0.040062004","","","","","","","","","","","","","",""
"31.17971","-120.91935","93","80","1984","2","22","2.1741897270519","5","0.18032102981297","-0.076268542","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.17971","-120.91935","93","80","2014","7","6","1.8326899079001","2","0.27209766986428","-0.072948103","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.17971","-120.91935","93","80","2014","7","8","2.1315697781388","4","0.34979900225533","-0.051793709","-0.119527835","","","","","","","","","0.11264004037886","0.12641879169143","-0.071323398126467","-0.072689208807485","","","","","","","","","","","","","","",""
"31.17971","-120.91935","93","80","2017","3","31","1.3470192978368","15","","","","","","","","","","","","-0.012267856867329","-0.37659728224721","-0.20061932557822","-0.40009703782705","","","","","","","","","","","","","","",""
"31.25","-122.25","90","94","2015","4","8","1.6718841504182","3","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.38897850743558","","",""
"31.25","-122.5","90","97","2015","4","8","1.5378971332853","3","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.3183802346319","","",""
"31.25","-123.75","87","111","1998","4","12","2.433534157776","6","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.23232821918414","","",""
"31.25","-120.75","93","78","2014","7","8","2.1315697781388","4","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.16442206972212","","",""
"31.32286","-123.74313","87","110","2014","7","13","1.337661018811","5","-0.23283844383364","-0.200197089","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.32286","-123.74313","87","110","2017","11","22","1.7531141774169","2","0.17956618628338","0.000584709","","-0.028934258212056","-0.1383615133503","-0.015095440361776","0.02753573318147","-0.14501046722777","","","","0.17080744659735","-0.11301650027702","-0.017653733358266","-0.13173791986557","","","","","","","","","","","","","","",""
"31.32286","-123.74313","87","110","2020","10","18","1.6703686257149","4","","0.063343999","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.32286","-123.74313","87","110","2020","10","19","1.5908215388206","5","","","","-0.085453705234465","-0.025537149913764","-0.078696194694931","0.15634820190273","-0.095379244526602","","","","","","","","","","","","","","","","","","","","","",""
"31.32286","-123.74313","87","110","2002","1","3","1.6084734120013","1","0.059250938589804","-0.031738776","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.41795","-121.99001","90","90","1998","6","19","1.3826403577167","9","","0.028438385","","","","","","","","","","","","","","-0.652539193","","","","","","","","","","","","","",""
"31.41795","-121.99001","90","90","2015","7","14","3.4381756151697","14","0.61074815990907","-0.117666585","","","","","","","-0.35064971490146","-0.40617281823539","-0.55646197618226","0.18203246846978","-0.24247069623736","0.11370018026138","-0.29259550768444","","","","","","","","","","","","","","",""
"31.41795","-121.99001","90","90","2015","7","13","3.3935528278911","13","","","","","","","","","","","","","","","","0.225146214","0.32805966560029","-1.4498379823567","-1.0260865238192","1.6127060044036","0.51488218598725","0.057985978108113","0.63540550742465","-0.80207842501219","1.4963574094235","0.83599112093705","","","",""
"31.41795","-121.99001","90","90","1984","2","21","1.6265161314209","4","0.58935205598484","-0.136040008","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.41795","-121.99001","90","90","1984","2","20","1.6800080751031","3","","","","","","","","","","","","","","","","-0.062803805","","","","","","","","","","","","","",""
"31.41795","-121.99001","90","90","1990","8","29","1.72087828","12","0.12411969275887","-0.004184556","0.098639918","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.5","-120.25","93","70","2017","3","30","1.6980552604632","14","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.4156709186399","","",""
"31.5","-120","94","67","2017","3","30","1.55978029566","14","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.2789934269449","","",""
"31.5","-120.25","93","70","2014","7","8","1.8435228062869","4","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.23946131372547","","",""
"31.5","-122","90","89","2015","4","9","1.5312567664667","9","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.66656513166936","","",""
"31.51333333","-120.2466667","93","70","2017","3","30","1.2714977483328","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.8584306773562",""
"31.65619","-123.0694","87","100","1992","10","3","1.8649565590051","3","","","","","","","","","","","","","","","","0.156781822","","","","","","","","","","","","","",""
"31.65619","-123.0694","87","100","1992","10","4","1.8507307112329","4","0.11418902382275","0.002513757","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.65619","-123.0694","87","100","2014","7","13","1.3699259887514","5","-0.058370997888474","-0.174892617","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.65619","-123.0694","87","100","2014","7","15","1.1260719639777","7","-0.065787692391969","-0.130285928","","-0.042044099875414","-0.2686259656716","-0.14831079487522","-0.07546523437403","-0.3838813907647","","","","0.36535558967324","-0.13330460965892","0.01180720497786","-0.048519283978334","0.38206721","","","","","","","","","","","","","",""
"31.65619","-123.0694","87","100","2020","10","18","1.4112363093764","3","","0.065829665","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.65619","-123.0694","87","100","2020","10","19","1.4672043558719","4","","","","-0.095210807344382","-0.1649146071844","-0.18003339462681","0.012335895942185","0.0081781203848594","","","","","","","","","","","","","","","","","","","","","",""
"31.75","-121.5","90","82","2018","4","9","1.3352341529274","2","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.59205916436198","","",""
"31.75","-120","93","65","2017","3","30","1.2714977483328","16","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.52341346343814","","",""
"31.75128","-121.31559","90","80","1996","2","4","1.2786609286282","2","0.21732346992776","-0.043675642","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.75128","-121.31559","90","80","1998","6","19","1.7823671613175","9","","-0.016750744","","","","","","","","","","","","","","-0.641323233","","","","","","","","","","","","","",""
"31.75128","-121.31559","90","80","1998","1","27","1.6298612282858","8","","","","","","","","","","","","","","","","-0.234558956","","","","","","","","","","","","","",""
"31.75128","-121.31559","90","80","1996","2","3","1.2504095174543","1","","","","","","","","","","","","","","","","0.031708933","","","","","","","","","","","","","",""
"31.75128","-121.31559","90","80","2015","7","14","2.9870492493128","13","0.62934046257162","-0.053213716","","","","","","","-0.15463828916324","-0.64607554068093","-0.39457524436759","0.24855625528775","-0.93889930073906","-0.24019420128074","-0.67651780757495","-0.187064861","1.2064659366099","-1.8089527004151","-1.0458634249107","1.1549154261844","1.165893940806","0.087063668289068","0.7347906601361","-0.56297935648129","1.5765143878663","0.99069415618451","","","",""
"31.75128","-121.31559","90","80","1984","2","21","1.4097800346687","4","0.35415091032354","-0.096089549","","","","","","","","","","","","","","0.253557683","","","","","","","","","","","","","",""
"31.75166667","-121.315","90","80","1998","1","27","1.6298612282858","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.66453909632767",""
"31.75166667","-121.315","90","80","2015","7","14","2.9870492493128","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.82715112785416","-0.66129829467256"
"31.75167","-121.315","90","80","1996","2","3","1.2504095174543","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.48899997154492"
"31.84637","-119.57154","93","60","1992","4","15","2.0915003223477","8","0.10855031268264","0.22512826","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.84637","-119.57154","93","60","2019","4","4","1.4025621345615","4","0.012743576920941","0.084097108","","","","","","","","","","0.045037502224714","0.41401702664253","0.1221499475129","-0.17361211926679","","","","","","","","","","","","","","",""
"31.84637","-119.57154","93","60","2016","11","7","2.1286281617629","5","0.2881291011783","-0.038847871","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.84637","-119.57154","93","60","2015","7","11","2.0338631677921","2","0.48116874382745","-0.141407225","","","","","","","","","","0.15437887514","-0.69251973422171","-0.25124823126615","-0.47919035626353","","","","","","","","","","","","","","",""
"31.84637","-119.57154","93","60","2016","11","8","2.0583789141501","6","","","","","","","","","","","","0.37216594144386","-0.030917118369964","0.013461735482748","-0.19004310130256","","","","","","","","","","","","","","",""
"31.84666667","-119.5683333","93","60","2019","4","4","1.4025621345615","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0021847411034"
"31.84667","-119.5717","93","60","1992","4","14","1.4263951447588","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.43656677917711"
"31.91","-124.1683333","83","110","2018","4","15","1.4305887091614","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7501760970612",""
"31.91176","-124.1704","83","110","2020","10","18","1.4072346627987","3","","0.107025167","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.91176","-124.1704","83","110","2020","10","19","1.4096105097607","4","","","","-0.091548474992049","0.046563891852003","0.075971098807241","0.15853087979116","0.068026919238781","","","","","","","","","","","","","","","","","","","","","",""
"31.91176","-124.1704","83","110","2018","4","15","1.4305887091614","8","0.41583452763092","-0.009872082","-0.050863239","-0.10464347525826","-0.02579515559541","-0.13807313282689","0.0023112753611145","-0.099552184206874","","","","-0.00064561345331882","-0.2392967031841","-0.015927961970065","-0.02382648267965","-0.152401097","","","","","","","","","","","","","",""
"31.91176","-124.1704","83","110","2017","11","22","1.8625722801796","2","-0.23586203353519","-0.012777761","0.04265361","-0.022539339467834","-0.12800606331043","-0.04110296281848","-0.13413838760408","-0.12773233524131","","","","","","","","","","","","","","","","","","","","","",""
"31.91176","-124.1704","83","110","2014","3","10","1.8984473670023","7","","","","0.037449588834469","0.091614031215602","0.1334519602906","0.22209337097342","-0.070884221183979","","","","","","","","","","","","","","","","","","","","","",""
"31.98953","-122.39323","87","90","2014","11","16","1.6629188700199","4","0.12249204801018","-0.002099877","-0.091821105","-0.21861582268255","-0.23270615217775","-0.2890374367168","-0.31065823464916","-0.44064777829222","","","","-0.0015245069931487","-0.10046511530242","-0.054623348821169","-0.1708338117455","-0.571504872","","","","","","","","","","","","","",""
"31.98953","-122.39323","87","90","2013","1","19","1.4891327860384","1","0.23061071617446","-0.050803402","0.047427881","-0.12791972126825","-0.16922605329701","-0.82962421244647","-0.066924771302094","-0.39677842551372","0.22582144648401","-0.74119605366488","-0.49807236233627","","","","","-0.015611486","","","","","","","","","","","","","",""
"31.98953","-122.39323","87","90","1992","10","4","1.5104341587241","4","0.47134909371958","0.033725734","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.98953","-122.39323","87","90","1992","10","3","1.8079628617916","3","","","","","","","","","","","","","","","","-0.251169721","","","","","","","","","","","","","",""
"31.98953","-122.39323","87","90","2002","1","2","1.1350789206553","2","-0.98537194454537","0.063809279","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.98953","-122.39323","87","90","2016","4","10","1.1948045326779","1","","","","-0.044734283776502","-0.36528196139795","-0.24325383331717","-0.14526669544125","0.063572773147674","","","","","","","","","","","","","","","","","","","","","",""
"31.98953","-122.39323","87","90","2015","4","13","1.2981601303113","7","-0.088412556906847","0.046378584","","0.011801944402301","-0.2218272077226","-0.020523278997508","0.22000494377878","0.034041061184691","","","","0.21122051316348","-0.20706054535419","-0.068872031095505","-0.28386829248248","","","","","","","","","","","","","","",""
"31.98953","-122.39323","87","90","2015","4","12","1.3808877488871","6","","","","","","","","","","","","","","","","0.7704615","","","","","","","","","","","","","",""
"31.98953","-122.39323","87","90","2017","11","23","1.8814675463016","15","-0.13440445374714","-0.004592288","","-0.04246779581819","-0.10927384042803","0.025286591734413","-0.042227392453236","0.01723828458134","","","","0.16726049665254","-0.013870797550612","-0.03890515726591","-0.056544663893659","","","","","","","","","","","","","","",""
"32","-124","83","107","2018","4","15","1.4305887091614","8","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.31519694593676","","",""
"32","-119","94","53","2019","4","3","1.5720984355272","3","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.7618959669757","","",""
"32","-122.5","86","91","2012","4","21","2.7955188114734","2","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.73775674960239","","",""
"32","-122.25","87","88","2012","4","20","1.3021173694302","1","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.55766288653215","-0.2921261045304","",""
"32","-122.5","86","91","2016","4","10","1.326376983428","2","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.73775674960239","","",""
"32","-122.25","87","88","2016","4","10","1.1948045326779","1","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.55766288653215","-0.2921261045304","",""
"32","-122.25","87","88","2015","4","13","1.2981601303113","7","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.55766288653215","-0.2921261045304","",""
"32","-120.75","90","72","2016","4","6","1.3732398259686","3","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.90060268066119","","",""
"32","-121","90","75","2016","4","6","1.2794925671075","3","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.70979314639367","","",""
"32.01304","-119.23306","93","55","2016","11","8","1.9978417972338","6","","","","-0.048909796294093","-0.12945296047999","-0.27266726184296","0.06494020086458","-0.13600620134854","","","","0.27711506360043","-0.38738984165234","0.045234299051968","-0.31897987846396","","","","","","","","","","","","","","",""
"32.01304","-119.23306","93","55","2020","7","13","1.4705473807848","7","","0.07505336","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.01304","-119.23306","93","55","2016","11","7","2.0536912093396","5","0.58116742921798","-0.059450453","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.08462","-120.63872","90","70","2016","4","5","1.3021267180209","2","0.40154829217025","-0.052890871","","","","","","","","","","","","","","0.531694497","0.43220679534889","0.17143204502101","0.44456286016488","0.35688943487805","0.7161920356107","0.083502463079476","0.1092926385315","1.693542743783","-0.91546209219029","0.94572840603544","","","",""
"32.08462","-120.63872","90","70","2015","7","14","2.5638509965802","13","0.77312685473555","-0.142244041","-0.409158473","","","","","","0.078094452589364","-0.76878685412374","-0.62768429272892","0.050801990528782","-0.27124461221717","0.066736259761439","-0.56195337778892","-0.443896643","0.40987450551229","-0.7548034955574","-1.2645787105507","0.84778848221497","0.38916947923295","0.11310936919821","0.52004776314838","-0.94195817971218","0.56245160763308","0.62404996258555","","","",""
"32.08462","-120.63872","90","70","2016","4","6","1.2055825419114","3","","","","","","","","","0.16160900872122","-0.36618604692821","-0.50583392181772","0.42798468389727","0.27264504879291","0.10230049958046","-0.067719662237064","","","","","","","","","","","","","","",""
"32.08462","-120.63872","90","70","1998","6","19","2.5788976199206","9","","0.026075914","","","","","","","","","","","","","","-0.460287059","","","","","","","","","","","","","",""
"32.08462","-120.63872","90","70","2018","2","3","1.3778070143487","1","0.79310789487538","-0.065243098","","","","","","","-0.26018277234776","-0.89779504609552","-0.80443806634388","-0.083065531360252","-0.28734886577113","-0.13300431374604","-0.14334019712142","-0.07102286","1.1184431705366","-0.26080707588313","-0.88637799584419","1.6301061630533","0.88124176799734","0.86136349554769","0.060676231584773","-0.7653777588283","-0.95380041810739","0.63956438466661","","","",""
"32.085","-120.6366667","90","70","2018","2","3","1.3778070143487","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.329646546952","0.79897494811899"
"32.085","-120.6383333","90","70","2016","4","5","1.3021267180209","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.6466628960294","-1.3846753699344"
"32.085","-120.6383333","90","70","2015","7","14","2.5638509965802","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.659823249989","-1.0751803749415"
"32.17971","-118.89396","93","50","2016","11","8","1.677739872075","3","","","","","","","","","","","","0.15020733447927","-0.27335585031722","0.048950133310747","-0.12325309746054","","","","","","","","","","","","","","",""
"32.17971","-118.89396","93","50","2020","7","13","2.0936187876825","7","","0.23528537","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.17971","-118.89396","93","50","2016","11","7","1.6526648158471","2","0.23354588131557","-0.062743095","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.17971","-118.89396","93","50","1984","7","7","1.517496633","2","0.6104647164857","0.027623352","-0.071457032","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.24509","-123.49232","83","100","1984","2","18","2.126298880463","5","0.34247203709431","-0.189267118","0.079715338","","","","","","","","","","","","","0.057695961","","","","","","","","","","","","","",""
"32.24509","-123.49232","83","100","2016","4","10","1.4467961110489","2","0.31865417123023","0.018914201","","","","","","","","","","","","","","0.237370204","","","","","","","","","","","","","",""
"32.24509","-123.49232","83","100","2016","4","11","1.5832017053065","3","","","","-0.17278214418241","-0.28519307515778","-0.2729705816833","-0.14519390248083","-0.18177142467394","","","","0.1638351364685","-0.30701272032822","-0.045316053089731","-0.26439039109789","","","","","","","","","","","","","","",""
"32.24509","-123.49232","83","100","2014","7","16","1.2540946794643","1","-0.14925520151419","0.039287354","","0.05009563243232","-0.085306820354543","-0.11102204839354","-0.3790177816419","-0.39449614665035","","","","","","","","","","","","","","","","","","","","","",""
"32.25","-120.25","90","64","2016","4","6","1.2502560019128","2","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.1392321491229","-0.15412095526733","",""
"32.25","-120.5","90","67","2016","4","6","1.2055825419114","3","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.93732871078149","","",""
"32.25","-121.75","87","81","2016","4","10","1.3505758653714","2","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.49643588121451","","",""
"32.25","-122","86","84","2016","4","10","1.3558780416955","2","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.80788986018192","","",""
"32.25","-123.5","83","100","2016","4","11","1.4099665876344","3","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.5675379035782","","",""
